,Month,Day,Year,Artist,Tour,Venue
0,Feb,23,2017,Like Torches,2017 Australian Tour,"Max Watt's House of Music, Melbourne, Australia"
0,Feb,23,2017,Methyl Ethel,,"Howler, Melbourne, Australia"
0,Feb,23,2017,Laura Stevenson,2017 Australian Tour,"Melba Hall, Melbourne, Australia"
0,Feb,23,2017,Wil Wagner,2017 Australian Tour,"Melba Hall, Melbourne, Australia"
0,Feb,23,2017,Lucy Wilson,2017 Australian Tour,"Melba Hall, Melbourne, Australia"
0,Feb,23,2017,Yellowcard,The Final World Tour,"Max Watt's House of Music, Melbourne, Australia"
0,Feb,22,2017,Desecrator,,"Max Watt's House of Music, Melbourne, Australia"
0,Feb,22,2017,Hidden Intent,,"Max Watt's House of Music, Melbourne, Australia"
0,Feb,22,2017,Nuclear Assault,The Final Assault,"Max Watt's House of Music, Melbourne, Australia"
0,Feb,22,2017,Soul,VicTouria Regional Tour 2017,"The Gasometer Hotel (Upstairs), Melbourne, Australia"
0,Feb,22,2017,Laura Stevenson,2017 Australian Tour,"Melba Hall, Melbourne, Australia"
0,Feb,22,2017,Wil Wagner,2017 Australian Tour,"Melba Hall, Melbourne, Australia"
0,Feb,22,2017,Lucy Wilson,2017 Australian Tour,"Melba Hall, Melbourne, Australia"
0,Feb,21,2017,Explosions in the Sky,The Wilderness,"Elisabeth Murdoch Hall, Melbourne Recital Centre, Melbourne, Australia"
0,Feb,21,2017,Fazerdaze,,"Elisabeth Murdoch Hall, Melbourne Recital Centre, Melbourne, Australia"
0,Feb,21,2017,Laura Stevenson,2017 Australian Tour,"Melba Hall, Melbourne, Australia"
0,Feb,21,2017,Wil Wagner,2017 Australian Tour,"Melba Hall, Melbourne, Australia"
0,Feb,21,2017,Lucy Wilson,2017 Australian Tour,"Melba Hall, Melbourne, Australia"
0,Feb,20,2017,Dad Religion,,"170 Russell, Melbourne, Australia"
0,Feb,20,2017,Descendents,Hypercaffium Spazzinate,"170 Russell, Melbourne, Australia"
0,Feb,20,2017,Explosions in the Sky,The Wilderness,"Elisabeth Murdoch Hall, Melbourne Recital Centre, Melbourne, Australia"
0,Feb,20,2017,Fazerdaze,,"Elisabeth Murdoch Hall, Melbourne Recital Centre, Melbourne, Australia"
0,Feb,20,2017,Nursery Crimes,,"170 Russell, Melbourne, Australia"
0,Feb,19,2017,Columbus,Spring Forever,"Northcote Social Club, Melbourne, Australia"
0,Feb,19,2017,Dad Religion,,"170 Russell, Melbourne, Australia"
0,Feb,19,2017,Descendents,Hypercaffium Spazzinate,"170 Russell, Melbourne, Australia"
0,Feb,19,2017,Nursery Crimes,,"170 Russell, Melbourne, Australia"
0,Feb,19,2017,Trophy Eyes,Chemical Miracle,"Northcote Social Club, Melbourne, Australia"
0,Feb,18,2017,Jack Carty,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Feb,18,2017,Columbus,Spring Forever,"Northcote Social Club, Melbourne, Australia"
0,Feb,18,2017,Dispossessed,,"Croxton Park Hotel, Melbourne, Australia"
0,Feb,18,2017,Neurosis,,"Croxton Park Hotel, Melbourne, Australia"
0,Feb,18,2017,Suzi Quatro,2017 Australian Tour,"Hamer Hall, The Arts Centre, Melbourne, Australia"
0,Feb,18,2017,Felix Riebl,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Feb,18,2017,Felix Riebl,,"Flinders Street Railway Station, Melbourne, Australia"
0,Feb,18,2017,Trophy Eyes,Chemical Miracle,"Northcote Social Club, Melbourne, Australia"
0,Feb,18,2017,george,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Feb,17,2017,Paul Dempsey,Strange Loop,"Royal Melbourne Zoo, Melbourne, Australia"
0,Feb,17,2017,Ludovico Einaudi,,"Hamer Hall, The Arts Centre, Melbourne, Australia"
0,Feb,17,2017,Flyying Colours,,"The Tote Hotel, Melbourne, Australia"
0,Feb,17,2017,King Parrot,,"Max Watt's House of Music, Melbourne, Australia"
0,Feb,17,2017,Mother's Cake,No Rhyme No Reason,"Evelyn Hotel, Melbourne, Australia"
0,Feb,17,2017,Moving Pictures,2017 Summer Tour,"Memo Music Hall, Melbourne, Australia"
0,Feb,17,2017,Melody Pool,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Feb,17,2017,Psycroptic,,"Max Watt's House of Music, Melbourne, Australia"
0,Feb,17,2017,Revocation,,"Max Watt's House of Music, Melbourne, Australia"
0,Feb,17,2017,Sunnyboys,,"Croxton Park Hotel, Melbourne, Australia"
0,Feb,17,2017,Tiger Army,,"Prince Bandroom, Melbourne, Australia"
0,Feb,15,2017,Cyanide Teeth,,"Bar Open, Melbourne, Australia"
0,Feb,15,2017,D.R.I.,,"Bendigo Hotel, Melbourne, Australia"
0,Feb,15,2017,Kishi Bashi,,"Howler, Melbourne, Australia"
0,Feb,14,2017,Guns N’ Roses,Not in This Lifetime,"Melbourne Cricket Ground, Melbourne, Australia"
0,Feb,14,2017,Wolfmother,Gypsy Caravan Tour,"Melbourne Cricket Ground, Melbourne, Australia"
0,Feb,12,2017,The Aston Shuffle,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Birdz,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Bleeding Knees Club,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Daryl Braithwaite,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,The Brave,,"Corner Hotel, Melbourne, Australia"
0,Feb,12,2017,Clairy Browne,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,The Cactus Channel,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Cleopold,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,D.R.I.,,"Bendigo Hotel, Melbourne, Australia"
0,Feb,12,2017,Drapht,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Ecca Vandal,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Hands Like Houses,,"Corner Hotel, Melbourne, Australia"
0,Feb,12,2017,The Hunted Crows,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Emma Louise,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Mallrat,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Phia,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Polish Club,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Archie Roach,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Saatsuma,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Samara,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Bec Sandridge,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,The Smith Street Band,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Smoke Rings,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Sol Nation,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,David Spry,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Sugar Fed Leopards,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Thando,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Tiny Little Houses,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Two Can,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Underoath,Rebirth Tour,"170 Russell, Melbourne, Australia"
0,Feb,12,2017,Wallace,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Wallflower,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Ainslie Wills,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Woodlock,,"St Kilda Foreshore, Melbourne, Australia"
0,Feb,12,2017,Young Lions,,"Corner Hotel, Melbourne, Australia"
0,Feb,12,2017,sleepmakeswaves,,"170 Russell, Melbourne, Australia"
0,Feb,11,2017,As It Is,Australia Headline 2017,"Evelyn Hotel, Melbourne, Australia"
0,Feb,11,2017,Between You & Me,Winter 2017,"Evelyn Hotel, Melbourne, Australia"
0,Feb,11,2017,Björn Again,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Feb,11,2017,The Brave,,"Corner Hotel, Melbourne, Australia"
0,Feb,11,2017,Hands Like Houses,,"Corner Hotel, Melbourne, Australia"
0,Feb,11,2017,The Hollies,Highway of Hits,"Playhouse, The Arts Centre, Melbourne, Australia"
0,Feb,11,2017,The Screaming Jets,Chrome-O-Zone,"The Commercial Hotel, Melbourne, Australia"
0,Feb,11,2017,Third Eye,,"Yarraville Club, Melbourne, Australia"
0,Feb,11,2017,Young Lions,,"Corner Hotel, Melbourne, Australia"
0,Feb,10,2017,As It Is,Australia Headline 2017,"Evelyn Hotel, Melbourne, Australia"
0,Feb,10,2017,Atomic Kitten,,"170 Russell, Melbourne, Australia"
0,Feb,10,2017,B*Witched,,"170 Russell, Melbourne, Australia"
0,Feb,10,2017,Ball Park Music,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Feb,10,2017,Between You & Me,Winter 2017,"Evelyn Hotel, Melbourne, Australia"
0,Feb,10,2017,Camp Cope,East Coast Tour 2017,"The Tote Hotel, Melbourne, Australia"
0,Feb,10,2017,S Club,,"170 Russell, Melbourne, Australia"
0,Feb,10,2017,Stephen Cummings,,"The Spotted Mallard, Melbourne, Australia"
0,Feb,10,2017,East 17,,"170 Russell, Melbourne, Australia"
0,Feb,10,2017,The Jungle Giants,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Feb,10,2017,Liberty X,,"170 Russell, Melbourne, Australia"
0,Feb,10,2017,Melbourne Ska Orchestra,,"Fractangular Gathering Festival Grounds, Buckland, Australia"
0,Feb,10,2017,The Menzingers,After the Party,"The Reverence Hotel, Melbourne, Australia"
0,Feb,10,2017,RVIVR,,"The Tote Hotel, Melbourne, Australia"
0,Feb,10,2017,The Screaming Jets,Chrome-O-Zone,"York on Lilydale, Melbourne, Australia"
0,Feb,10,2017,Third Eye,,"Sooki Lounge, Melbourne, Australia"
0,Feb,10,2017,Lucie Thorne,,"Bella Union Bar, Victorian Trades Hall, Melbourne, Australia"
0,Feb,10,2017,The Yearlings,,"Bella Union Bar, Victorian Trades Hall, Melbourne, Australia"
0,Feb,9,2017,Atomic Kitten,,"Festival Hall, Melbourne, Australia"
0,Feb,9,2017,B*Witched,,"Festival Hall, Melbourne, Australia"
0,Feb,9,2017,S Club,,"Festival Hall, Melbourne, Australia"
0,Feb,9,2017,East 17,,"Festival Hall, Melbourne, Australia"
0,Feb,9,2017,Luke Howard,,"Shimmerlands, Melbourne, Australia"
0,Feb,9,2017,Liberty X,,"Festival Hall, Melbourne, Australia"
0,Feb,9,2017,The Menzingers,After the Party,"The Reverence Hotel, Melbourne, Australia"
0,Feb,8,2017,Caligula’s Horse,,"170 Russell, Melbourne, Australia"
0,Feb,8,2017,The Menzingers,After the Party,"Poison City Records, Melbourne, Australia"
0,Feb,8,2017,Opeth,Sorceress World Tour,"170 Russell, Melbourne, Australia"
0,Feb,8,2017,James Taylor,2017 World Tour,"Rod Laver Arena, Melbourne, Australia"
0,Feb,7,2017,The B‐52s,,"Margaret Court Arena, Melbourne, Australia"
0,Feb,7,2017,Caligula’s Horse,,"170 Russell, Melbourne, Australia"
0,Feb,7,2017,Opeth,Sorceress World Tour,"170 Russell, Melbourne, Australia"
0,Feb,7,2017,Simple Minds,,"Margaret Court Arena, Melbourne, Australia"
0,Feb,6,2017,Bring Me the Horizon,That's the Spirit,"Margaret Court Arena, Melbourne, Australia"
0,Feb,6,2017,Hands Like Houses,,"Margaret Court Arena, Melbourne, Australia"
0,Feb,6,2017,While She Sleeps,,"Margaret Court Arena, Melbourne, Australia"
0,Feb,5,2017,Bring Me the Horizon,That's the Spirit,"Margaret Court Arena, Melbourne, Australia"
0,Feb,5,2017,City Calm Down,,"Shimmerlands, Melbourne, Australia"
0,Feb,5,2017,Hands Like Houses,,"Margaret Court Arena, Melbourne, Australia"
0,Feb,5,2017,Periphery,,"170 Russell, Melbourne, Australia"
0,Feb,5,2017,The Rubens,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Feb,5,2017,Bec Sandridge,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Feb,5,2017,While She Sleeps,,"Margaret Court Arena, Melbourne, Australia"
0,Feb,4,2017,Brynny,,"Mornington Racecourse, Mornington, Australia"
0,Feb,4,2017,The B‐52s,,"Rochford Winery, Coldstream, Australia"
0,Feb,4,2017,John Course,,"Mornington Racecourse, Mornington, Australia"
0,Feb,4,2017,Ecca Vandal,,"Village Green Hotel, Melbourne, Australia"
0,Feb,4,2017,Hey Sam,,"Mornington Racecourse, Mornington, Australia"
0,Feb,4,2017,Hayden James,,"Mornington Racecourse, Mornington, Australia"
0,Feb,4,2017,Jet,2017 Reunion,"AAMI Park, Melbourne, Australia"
0,Feb,4,2017,Machinations,,"Rochford Winery, Coldstream, Australia"
0,Feb,4,2017,Models,,"Rochford Winery, Coldstream, Australia"
0,Feb,4,2017,Mosquito Coast,,"Mornington Racecourse, Mornington, Australia"
0,Feb,4,2017,Ivan Ooze,,"Mornington Racecourse, Mornington, Australia"
0,Feb,4,2017,Orkestrated,,"Mornington Racecourse, Mornington, Australia"
0,Feb,4,2017,Osaka Punch,,"Village Green Hotel, Melbourne, Australia"
0,Feb,4,2017,Red Ink,,"Mornington Racecourse, Mornington, Australia"
0,Feb,4,2017,The Rubens,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Feb,4,2017,Running Touch,,"Mornington Racecourse, Mornington, Australia"
0,Feb,4,2017,RÜFÜS DU SOL,Bloom World Tour,"Mornington Racecourse, Mornington, Australia"
0,Feb,4,2017,Bec Sandridge,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Feb,4,2017,Set Mo,,"Mornington Racecourse, Mornington, Australia"
0,Feb,4,2017,Short Round,,"Mornington Racecourse, Mornington, Australia"
0,Feb,4,2017,Simple Minds,,"Rochford Winery, Coldstream, Australia"
0,Feb,4,2017,Split Feed,,"The Reverence Hotel, Melbourne, Australia"
0,Feb,4,2017,Bruce Springsteen,Summer '17 Tour,"AAMI Park, Melbourne, Australia"
0,Feb,4,2017,Twelve Foot Ninja,Sick Tour,"Village Green Hotel, Melbourne, Australia"
0,Feb,4,2017,Phil Weeks,,"Mornington Racecourse, Mornington, Australia"
0,Feb,3,2017,Acolyte,,"Sooki Lounge, Melbourne, Australia"
0,Feb,3,2017,Bethel Music,,"Regent Theatre, Melbourne, Australia"
0,Feb,3,2017,Ecca Vandal,,"Chelsea Heights Hotel, Melbourne, Australia"
0,Feb,3,2017,Hoodoo Gurus,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Feb,3,2017,Okean Elzy,,"170 Russell, Melbourne, Australia"
0,Feb,3,2017,Osaka Punch,,"Chelsea Heights Hotel, Melbourne, Australia"
0,Feb,3,2017,Slowly Slowly,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Feb,3,2017,Twelve Foot Ninja,Sick Tour,"Chelsea Heights Hotel, Melbourne, Australia"
0,Feb,2,2017,The Amity Affliction,Death to Misery Tour,"Chelsea Heights Hotel, Melbourne, Australia"
0,Feb,2,2017,Car Seat Headrest,Teens of Denial,"The Gasometer Hotel, Melbourne, Australia"
0,Feb,2,2017,Ecca Vandal,,"The Commercial Hotel, Melbourne, Australia"
0,Feb,2,2017,Hellions,2017 Australian Tour,"Chelsea Heights Hotel, Melbourne, Australia"
0,Feb,2,2017,Jet,2017 Reunion,"AAMI Park, Melbourne, Australia"
0,Feb,2,2017,Ocean Grove,2017 Australian Tour,"Chelsea Heights Hotel, Melbourne, Australia"
0,Feb,2,2017,Osaka Punch,,"The Commercial Hotel, Melbourne, Australia"
0,Feb,2,2017,The Sinking Teeth,,"Wrangler Studios, Melbourne, Australia"
0,Feb,2,2017,Bruce Springsteen,Summer '17 Tour,"AAMI Park, Melbourne, Australia"
0,Feb,2,2017,Twelve Foot Ninja,Sick Tour,"The Commercial Hotel, Melbourne, Australia"
0,Feb,1,2017,Glass Animals,,"Melbourne Town Hall, Melbourne, Australia"
0,Jan,31,2017,AURORA,,"Elisabeth Murdoch Hall, Melbourne Recital Centre, Melbourne, Australia"
0,Jan,31,2017,Jet,2017 Reunion,"The Gasometer Hotel, Melbourne, Australia"
0,Jan,31,2017,Nigel Kennedy,Vivaldi: The New Four Seasons + Dedications,"Hamer Hall, The Arts Centre, Melbourne, Australia"
0,Jan,30,2017,Nigel Kennedy,Vivaldi: The New Four Seasons + Dedications,"Hamer Hall, The Arts Centre, Melbourne, Australia"
0,Jan,29,2017,DEAFCULT,,"Northcote Social Club, Melbourne, Australia"
0,Jan,29,2017,Virgil Donati,,"Bird's Basement Jazz Club, Melbourne, Australia"
0,Jan,29,2017,Floating Points,,"University of Melbourne, Melbourne, Australia"
0,Jan,29,2017,Jaimi Faulkner,,"The Drunken Poet, Melbourne, Australia"
0,Jan,29,2017,Nothing,Tired of Tomorrow,"Northcote Social Club, Melbourne, Australia"
0,Jan,29,2017,Panic! at the Disco,Death of a Bachelor,"Festival Hall, Melbourne, Australia"
0,Jan,29,2017,Tigertown,,"Festival Hall, Melbourne, Australia"
0,Jan,28,2017,A.B. Original,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,AURORA,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Nicholas Allbrook,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,The Bats,,"Northcote Social Club, Melbourne, Australia"
0,Jan,28,2017,Belle Haven,,"Royal Melbourne Hotel, Melbourne, Australia"
0,Jan,28,2017,Bob Moses,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Camp Cope,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Car Seat Headrest,Teens of Denial,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Kev Carmody,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Jan,28,2017,Josh Cashman,,"Corner Hotel, Melbourne, Australia"
0,Jan,28,2017,Nick Cave & the Bad Seeds,Skeleton Tree,"Sidney Myer Music Bowl, Melbourne, Australia"
0,Jan,28,2017,Clams Casino,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,D.D Dumbo,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Virgil Donati,,"Bird's Basement Jazz Club, Melbourne, Australia"
0,Jan,28,2017,Dune Rats,The Kids Will Know It's Bullshit,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Ecca Vandal,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Fascinator,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Floating Points,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Flyying Colours,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,GL,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Gang of Youths,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Glass Animals,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Julia Jacklin,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Jagwar Ma,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Mick Jenkins,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Jess Kent,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,King Gizzard & The Lizard Wizard,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Koi Child,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Luca Brasi,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Melbourne Ska Orchestra,,"Shimmerlands, Melbourne, Australia"
0,Jan,28,2017,Kate Miller‐Heidke,,"Plenary Hall, Melbourne Convention and Exhibition Centre, Melbourne, Australia"
0,Jan,28,2017,Mr. Carmack,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Nick Murphy,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,NAO,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,The Necks,,"Sidney Myer Music Bowl, Melbourne, Australia"
0,Jan,28,2017,The Omnific,,"Wrangler Studios, Melbourne, Australia"
0,Jan,28,2017,Panic! at the Disco,Death of a Bachelor,"Festival Hall, Melbourne, Australia"
0,Jan,28,2017,Peter Garrett & The Alter Egos,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Jan,28,2017,Pierce Brothers,,"Corner Hotel, Melbourne, Australia"
0,Jan,28,2017,Sampa the Great,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,The Sinking Teeth,,"Bendigo Hotel, Melbourne, Australia"
0,Jan,28,2017,The Ska Vendors,,"Shimmerlands, Melbourne, Australia"
0,Jan,28,2017,Smoke Stack Rhino,,"Cherry Bar, Melbourne, Australia"
0,Jan,28,2017,Tash Sultana,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Tame Impala,Currents,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Tigertown,,"Festival Hall, Melbourne, Australia"
0,Jan,28,2017,Roland Tings,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Tourist,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Tycho,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,White Lung,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,28,2017,Whitney,,"Footscray Community Arts Centre, Melbourne, Australia"
0,Jan,27,2017,Car Seat Headrest,Teens of Denial,"John Curtin Hotel, Melbourne, Australia"
0,Jan,27,2017,Josh Cashman,,"Sooki Lounge, Melbourne, Australia"
0,Jan,27,2017,Nick Cave & the Bad Seeds,Skeleton Tree,"Sidney Myer Music Bowl, Melbourne, Australia"
0,Jan,27,2017,Virgil Donati,,"Bird's Basement Jazz Club, Melbourne, Australia"
0,Jan,27,2017,Mick Jenkins,,"Max Watt's House of Music, Melbourne, Australia"
0,Jan,27,2017,Jo Jo Zep and The Falcons,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Jan,27,2017,The Necks,,"Sidney Myer Music Bowl, Melbourne, Australia"
0,Jan,27,2017,Pierce Brothers,,"Sooki Lounge, Melbourne, Australia"
0,Jan,27,2017,Rolling Blackouts Coastal Fever,,"Howler, Melbourne, Australia"
0,Jan,27,2017,Soberphobia,,"Boogie Man Bar, Melbourne, Australia"
0,Jan,27,2017,The Sports,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Jan,27,2017,Weyes Blood,,"Northcote Social Club, Melbourne, Australia"
0,Jan,27,2017,Whitney,,"Howler, Melbourne, Australia"
0,Jan,26,2017,Jimmy Barnes,,"Riva, Melbourne, Australia"
0,Jan,26,2017,Basement Jaxx,,"Moonee Valley Racecourse, Melbourne, Australia"
0,Jan,26,2017,Daryl Braithwaite,,"Riva, Melbourne, Australia"
0,Jan,26,2017,Bustamento,,"Namatjira Park, Melbourne, Australia"
0,Jan,26,2017,Virgil Donati,,"Bird's Basement Jazz Club, Melbourne, Australia"
0,Jan,26,2017,Eric Prydz,,"Moonee Valley Racecourse, Melbourne, Australia"
