address_prompt,location,point,latitude2,longitude2,altitude2
"Better World Arts, Port Adelaide, SA","Better World Arts, Commercial Road, Port Adelaide, Adelaide, City of Port Adelaide Enfield, South Australia, 5015, Australia","(-34.8466474, 138.5065532, 0.0)",-34.8466474,138.5065532,0.0
"Alcaston Gallery, Melbourne, VIC",,,,,
"Prahran Town Hall, Melbourne, VIC","Prahran Town Hall, Court House Lane, Prahran, Melbourne, City of Stonnington, Victoria, 3181, Australia","(-37.8497433, 144.993049902563, 0.0)",-37.8497433,144.993049902563,0.0
"Country Youth Bunjilaka Centre, Melbourne Museum, Melbourne, VIC",,,,,
"Alcaston Gallery, Melbourne, Vic.",,,,,
"State Library of South Australia, Adelaide, SA","State Library of South Australia, Morgan Thomas Lane, Adelaide, Adelaide City Council, South Australia, 5000, Australia","(-34.920493300000004, 138.60221506564542, 0.0)",-34.920493300000004,138.60221506564542,0.0
"Cumquats Restaurant, West End, Brisbane, QLD",,,,,
"Wellington, NZ","Wellington, Wellington City, Wellington, 6011, New Zealand/Aotearoa","(-41.2887953, 174.7772114, 0.0)",-41.2887953,174.7772114,0.0
"Boomalli Aboriginal Artists Ko-operative, Sydney, NSW",,,,,
"Women's Art Movement, Adelaide, SA",,,,,
"Adelaide Festival of the Arts, Adelaide, SA",,,,,
"Campbelltown Art Centre, NSW",,,,,
"Mahoneys Galleries, Melbourne, VIC",,,,,
"Bunjilaka Gallery, Melbourne Museum, Melbourne, VIC",,,,,
"Moonbird Heritage Trust, Hobart, TAS",,,,,
"Henry Jones Art Hotel, Hobart, TAS",,,,,
"South Australian Museum, Adelaide, SA","South Australian Museum, North Terrace, Adelaide, Adelaide City Council, South Australia, 5000, Australia","(-34.9207272, 138.60356284898404, 0.0)",-34.9207272,138.60356284898404,0.0
"Indigenart, Mossenson Galleries, Perth, WA",,,,,
"Indigenart, Mossenson Galleries, Fremantle, WA",,,,,
"Galerie, Besson, London, UK",,,,,
"Christine Abrahams Gallery, Melbourne, VIC",,,,,
"Garth Clark Gallery, New York, USA",,,,,
"Philip Bacon Galleries, Brisbane, QLD","Philip Bacon Galleries, 2, Arthur Street, Fortitude Valley, Brisbane City, Queensland, 4006, Australia","(-27.460570750000002, 153.03811041058634, 0.0)",-27.460570750000002,153.03811041058634,0.0
"Rex Irwin Art Dealer, Woollahra, Sydney, NSW",,,,,
"Australian Embassy, Washington, USA",,,,,
"Galerie Besson, London, UK",,,,,
"Tate Gallery, St Ives, UK","Porthmeor Beach & Tate gallery, Back Road West, St Ives, St. Ives, Cornwall, England, TR26 1LA, United Kingdom","(50.214555000000004, -5.484784441161606, 0.0)",50.214555000000004,-5.484784441161606,0.0
"Rex Irwin Art Dealer, Woollahra, NSW",,,,,
"Contemporary Applied Arts, London","Contemporary Applied Arts, 2, Percy Street, St Giles, Bloomsbury, London Borough of Camden, London, Greater London, England, W1T 1DD, United Kingdom","(51.5179217, -0.13400420076028896, 0.0)",51.5179217,-0.13400420076028896,0.0
"Galerie B 15, Munich, Germany","Galeriestraße, Graggenauerviertel, Graggenau, Altstadt-Lehel, München, Bayern, 80539, Deutschland","(48.14396, 11.5798207, 0.0)",48.14396,11.5798207,0.0
"Craftwest Gallery, Perth, WA",,,,,
"Dickinson Room, Australian National Botanic Garden, Black Mountain, Canberra, ACT",,,,,
"Garth Clark Gallery, New York, New York, USA",,,,,
"49th International Concorso of Ceramic Art, Faenza, Italy",,,,,
"Port Hacking, NSW","Port Hacking, Sutherland Shire, Sydney, Sutherland Shire Council, New South Wales, Australia","(-34.06586075, 151.10771097182476, 0.0)",-34.06586075,151.10771097182476,0.0
"North Eton Pottery Store, North Eton, QLD",,,,,
"Savode Gallery, Brisbane, QLD",,,,,
"Rex Irwin Gallery, Sydney, NSW",,,,,
"Shepparton Regional Gallery, Shepparton, Vic.",,,,,
"Garth Clark Gallery, New York",,,,,
"Pro-art, St. Louis, USA",,,,,
"Emerald, QLD","Emerald, Central Highlands Regional, Queensland, 4720, Australia","(-23.5263118, 148.1618622, 0.0)",-23.5263118,148.1618622,0.0
"Eungella, QLD","Eungella, Mackay Regional, Queensland, Australia","(-21.128931, 148.47739308862424, 0.0)",-21.128931,148.47739308862424,0.0
"Shepparton Art Gallery, Shepparton, VIC.",,,,,
"Centre Gallery, Bundall. QLD",,,,,
"Gladston, QLD","Gladstone, Gladstone Regional, Queensland, 4680, Australia","(-23.8431724, 151.256132, 0.0)",-23.8431724,151.256132,0.0
"Mackay, QLD","Mackay, Mackay Regional, Queensland, 4740, Australia","(-21.141956, 149.1865149, 0.0)",-21.141956,149.1865149,0.0
"Perc Tucker Regional Art Gallery, Townsville, QLD",,,,,
"Jam Factory, Adelaide, SA","JamFactory, Sia Furler Lane, Adelaide, Adelaide City Council, South Australia, 5000, Australia","(-34.9228125, 138.593026, 0.0)",-34.9228125,138.593026,0.0
"The Barbican Centre, London, UK",,,,,
"Centre Art Gallery, Bundall, QLD",,,,,
"Shepparton Art Gallery, Shepparton, VIC",,,,,
"Crafthouse (the Craft Association of British Columbia), Vancouver, Canada.",,,,,
"Pro-Art, St. Louis, Missouri, USA",,,,,
"Margaret Francey Gallery, Brisbane, QLD",,,,,
"Australian National Art Gallery, Canberra, ACT",,,,,
"Chicago.llinois, USA",,,,,
"Galerie Leonelli, Lausanne, Switzerland",,,,,
"Downlands Art Exhibition 1992, Toowoomba, QLD",,,,,
"Alice Springs, NT","Alice Springs, Town of Alice Springs, Northern Territory, Australia","(-23.6983884, 133.8812885, 0.0)",-23.6983884,133.8812885,0.0
"Kyoto Museum, Kyoto, Japan","京都国立博物館 (Kyoto National Museum), 七条通, 本町新六丁目, 東山区, 京都市, 京都府, 605-0932, 日本","(34.989896, 135.7728606059647, 0.0)",34.989896,135.7728606059647,0.0
"Royal Melbourne Institute of Technology Gallery, Melbourne , VIC",,,,,
"Auckland, New Zealand.","Auckland, Waitematā, Auckland, 1010, New Zealand/Aotearoa","(-36.852095, 174.7631803, 0.0)",-36.852095,174.7631803,0.0
"Musee des Arts Decoratifs, Paris","Musée des Arts Décoratifs - Musée de la Publicité, Jardin du Carrousel, Quartier Saint-Germain-l'Auxerrois, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France","(48.8631692, 2.3329513, 0.0)",48.8631692,2.3329513,0.0
"Ballarat Fine Art Gallery, VIC","Ballarat Fine Art Gallery, 40, Lydiard Street North, Ballarat Central, Ballarat, City of Ballarat, Victoria, 3350, Australia","(-37.56045175, 143.85840343225317, 0.0)",-37.56045175,143.85840343225317,0.0
"Garry Anderson Gallery, Sydney, NSW",,,,,
"Ballarat Fine Art Gallery, Ballarat, VIC","Ballarat Fine Art Gallery, 40, Lydiard Street North, Ballarat Central, Ballarat, City of Ballarat, Victoria, 3350, Australia","(-37.56045175, 143.85840343225317, 0.0)",-37.56045175,143.85840343225317,0.0
"Canberra Institute of the Arts, School of Arts Gallery, Canberra, Canberra, ACT",,,,,
"Navy Pier, Chicago, USA","Navy Pier, 600, East Grand Avenue, Near North Side, Chicago, Cook County, Illinois, 60611, United States","(41.89179985, -87.60414466382959, 0.0)",41.89179985,-87.60414466382959,0.0
"Forbes Gallery, Mackay, QLD",,,,,
"Meat Market Craft Centre, North Melbourne, VIC",,,,,
"Meat Market Craft Centre, Melbourne, VIC",,,,,
"Greensborough, VIC","Greensborough, Poulter Avenue, Greensborough, Melbourne, City of Banyule, Victoria, 3088, Australia","(-37.70401855, 145.10819814373724, 0.0)",-37.70401855,145.10819814373724,0.0
"Jam Factory Gallery, Adelaide, SA",,,,,
"School of Art Gallery, Canberra Institute of the Arts, Canberra, ACT",,,,,
"Cold Coast Art Centre, Bundall, QLD",,,,,
"Pro Art, St. Louis, USA",,,,,
"Potters Gallery, Sydney, NSW",,,,,
"Castlemaine Art Gallery and Historical Museum, Castlemaine, VIC",,,,,
"Tokyo, Japan","東京都, 日本","(35.6812665, 139.757653, 0.0)",35.6812665,139.757653,0.0
"Crafts Council of New South Wales, Sydney, NSW","Joe Crafts Creek, Berowra Waters, Cowan, Sydney, The Council of the Shire of Hornsby, New South Wales, 2081, Australia","(-33.5871091, 151.1443336, 0.0)",-33.5871091,151.1443336,0.0
"Gryphon Gallery, Melbourne, VIC",,,,,
"Crafts Council of Queensland, Brisbane, QLD",,,,,
"The Potters' Gallery, Sydney, NSW",,,,,
"Crafts Council Gallery, London, UK",,,,,
"Auckland, New Zealand","Auckland, Waitematā, Auckland, 1010, New Zealand/Aotearoa","(-36.852095, 174.7631803, 0.0)",-36.852095,174.7631803,0.0
"Narek Galleries, Canberra, ACT",,,,,
"Pioneer Potters, Mackay, QLD","Pioneer Potters, Kingsford Court, North Mackay, Mackay, Mackay Regional, Queensland, 4740, Australia","(-21.1131267, 149.1888853, 0.0)",-21.1131267,149.1888853,0.0
"Miranda, NSW","Miranda, Sutherland Shire, Sydney, Sutherland Shire Council, New South Wales, 2228, Australia","(-34.0335434, 151.1037193, 0.0)",-34.0335434,151.1037193,0.0
"Meatmarket Crafts Centre, Melbourne, VIC",,,,,
"Blackfriars Gallery, Glebe, Sydney, NSW",,,,,
"Crafts Council Centre Gallery, Sydney, NSW",,,,,
"Centre Gallery, Bundall, Queensland",,,,,
"Meatmarket Craft Centre, Melbourne, VIC",,,,,
"Jam Factory Craft Centre, Adelaide, SA",,,,,
"Meatmarket Craft Centre, North Melbourne, VIC",,,,,
"Tasmanian Museum and Art Gallery, Hobart, TAS","Tasmanian Museum and Art Gallery, Dunn Place, Hobart, City of Hobart, Tasmania, 7000, Australia","(-42.8819659, 147.33201014693918, 0.0)",-42.8819659,147.33201014693918,0.0
"Stanthorpe Regional Art Gallery, Stanthorpe, QLD",,,,,
"Craft Centre, South Yarra, VIC",,,,,
"Toorak Gallery, Melbourne, VIC",,,,,
"Chicago, Illinois, USA","Chicago, Cook County, Illinois, United States","(41.8755616, -87.6244212, 0.0)",41.8755616,-87.6244212,0.0
"Centre Gallery, Bundall, QLD",,,,,
"Toowoomba, QLD","Toowoomba, Queensland, 4350, Australia","(-27.5610193, 151.953351, 0.0)",-27.5610193,151.953351,0.0
"Victoria and Albert Museum, London, UK","Victoria and Albert Museum, Cromwell Road, Brompton, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7 2RL, United Kingdom","(51.496883800000006, -0.17163721656927572, 0.0)",51.496883800000006,-0.17163721656927572,0.0
"Vallhauris, France",,,,,
"British Craft Centre, London, UK",,,,,
"Molton Gallery, London, UK",,,,,
"Primavera, London, UK","Primavera Italian Restaurant, 16, Stoke Newington Church Street, West Hackney, Hackney, London, Greater London, England, N16 0LU, United Kingdom","(51.5621018, -0.0744053, 0.0)",51.5621018,-0.0744053,0.0
"Royal Albert Memorial Hall, Exeter, UK",,,,,
"Rebecca Hossack Gallery, London, UK","Rebecca Hossack Art Gallery, 28, Charlotte Street, St Giles, Fitzrovia, London Borough of Camden, London, Greater London, England, W1T 2LW, United Kingdom","(51.518965249999994, -0.13490197533130724, 0.0)",51.518965249999994,-0.13490197533130724,0.0
"Batchelor College,Tennant Creek, NT",,,,,
USA,United States,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,0.0
"Hilton International Hotel, Adelaide, SA",,,,,
"Chase Contemporary and Tribal Arts, Annandale, NSW",,,,,
"Project Contemporary Artspace, Wollongong, NSW",,,,,
"FCA Gallery, University of Wollongong, Wollongong, NSW",,,,,
"Object: Australian Centre for Art and Design, Surry Hills, NSW",,,,,
"Koorie Heritage Trust, Melbourne, VIC","Koorie Heritage Trust, Princes Walk, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8181571, 144.969102, 0.0)",-37.8181571,144.969102,0.0
"Brisbane Powerhouse, Brisbane, QLD","Brisbane Powerhouse, Lamington Street, New Farm, Brisbane City, New Farm, Queensland, 4005, Australia","(-27.4690829, 153.05438953324966, 0.0)",-27.4690829,153.05438953324966,0.0
"Horus & Deloris Contemporary Art Space, Sydney, NSW",,,,,
"70 Arden Street, Melbourne, VIC","70, Arden Street, North Melbourne, Melbourne, City of Melbourne, Victoria, 3051, Australia","(-37.80084077777778, 144.9498128654321, 0.0)",-37.80084077777778,144.9498128654321,0.0
"Painters Gallery, 137 Pyrmont St, Sydney, NSW",,,,,
"Royal Exhibition Buildings, Carlton, VIC",,,,,
"Goya Gallery, Southbank, VIC",,,,,
"Greenhill Galleries, Perth, WA",,,,,
"Von Bertouch Galleries, Newcastle, NSW",,,,,
"Skinner Galleries, Perth, WA",,,,,
"Rudy Komon Art Gallery, Woollahra, Sydney, NSW",,,,,
"The Chelsea, Bathurst, NSW",,,,,
"Australian Print Workshop Gallery, Melbourne, VIC",,,,,
"The Highway Gallery, Mount Waverley, VIC","The Highway Gallery, Valley Road, Mount Waverley, Melbourne, City of Monash, Victoria, 3149, Australia","(-37.8781051, 145.1298649, 0.0)",-37.8781051,145.1298649,0.0
"Centennial Park, Nashville, USA","Centennial Park, Nashville-Davidson, Davidson County, Tennessee, United States","(36.1498435, -86.81407355226804, 0.0)",36.1498435,-86.81407355226804,0.0
"Country Embassy, Sydney, NSW",,,,,
"Centre for Contemporary Photography, Melbourne, VIC","Centre for Contemporary Photography, 404, George Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.797314650000004, 144.9823961747878, 0.0)",-37.797314650000004,144.9823961747878,0.0
"VCA Margaret Lawrence Gallery, Melbourne, VIC",,,,,
"Hogarth Galleries, Sydney, New South Wales",,,,,
"Lubljana, Slovenia",,,,,
"Lockhart River Art and Culture Centre, Lockhart River, QLD",,,,,
"Walker Street Gallery, Dandenong, VIC",,,,,
"Winton, QLD","Winton, Winton Shire, Queensland, 4735, Australia","(-22.3845163, 143.0364812, 0.0)",-22.3845163,143.0364812,0.0
"Raw Space Gallery, Brisbane, QLD",,,,,
"Darwin Entertainment Centre, Darwin, NT","Darwin Entertainment Centre, Esplanade, Darwin City, Darwin, City of Darwin, Northern Territory, 0800, Australia","(-12.46068395, 130.8363356400688, 0.0)",-12.46068395,130.8363356400688,0.0
"24hr Art: Northern Territory Centre For Contemporary Art, Darwin, NT",,,,,
"Neue Galerie, Dachau, Bavaria, Germany",,,,,
"Kuril Dhagun Indigenous Knowledge Centre, State Library of Queensland, Brisbane, QLD",,,,,
"the Window @ QPAC, Brisbane, QLD",,,,,
"Raw Space Galleries, Brisbane, QLD",,,,,
"Fireworks Gallery, Brisbane, QLD",,,,,
"NEWflames Studio, Fireworks Gallery, Brisbane, QLD",,,,,
"Biennale of New Media, Museum of Contemporary Art, Merida, Mexico",,,,,
"Wayward Gallery, Byron Bay, NSW",,,,,
Ipswich Regional  Art Gallery,,,,,
"Hibiscus Room, Surfers Paradise, Qld",,,,,
"SASA Gallery, Adelaide, SA",,,,,
"Linden Centre for Contemporary Art, Melbourne, VIC",,,,,
Port Adelaide Festival,,,,,
"South Australian Society of Artists, Adelaide, SA",,,,,
"Arlington Gallery, London",,,,,
"Athenaeum Gallery, Melbourne, VIC",,,,,
"Guild Hall, Melbourne, VIC",,,,,
"Western Australia and Tandanya, Adelaide, SA",,,,,
"South West Aboriginal Land and Sea Council, Perth, WA",,,,,
"The Moores Building, City of Fremantle, Perth, WA",,,,,
"Town Hall, City of Fremantle, Perth, WA",,,,,
"Goddard de Fiddes, Perth, WA",,,,,
"The Westin Chosun Hotel, Seoul, Korea",,,,,
"St Louis Art Museum, St Louis, US","Saint Louis Art Museum, 1, Fine Arts Drive, Saint Louis, Missouri, 63110, United States","(38.6394114, -90.2944862, 0.0)",38.6394114,-90.2944862,0.0
"Indigenart, Subiaco, WA",,,,,
"Bundoora Homestead, Bundoora, VIC","Bundoora Homestead Arts Centre, Snake Gully Drive, Bundoora, Melbourne, City of Darebin, Victoria, 3086, Australia","(-37.70482195, 145.05042470470238, 0.0)",-37.70482195,145.05042470470238,0.0
"A-Space, NMIT, Preston, VIC",,,,,
"Frankston City Council, Frankston, VIC",,,,,
"Deira City Centre, (shopping mall),  Dubai",,,,,
"Horizons Fine Art Gallery, Tweed Heads, NSW",,,,,
"Corroboree Room, Chevron Paradise Hotel, Surfers Paradise, QLD",,,,,
"Garden Court, Sundale, Southport, QLD",,,,,
"Gold Coast Art Gallery Acquisitions Society, Gold Coast, QLD",,,,,
"Toowoomba Art Society, City Art Gallery, Toowoomba, QLD",,,,,
"T. C. Bernie's Auditorium, Fortitude Valley, QLD",,,,,
"Darnell Gallery, University of Queensland, St. Lucia, QLD",,,,,
"Contemporary Art Society of Australia, New South Wales Branch, Sydney, NSW",,,,,
"Banquet Hall, Hotel Canberra, Brisbane, QLD",,,,,
"Royal Queensland Art Society, Brisbane, QLD",,,,,
"Half Dozen Group of Artists, Brisbane, QLD",,,,,
"Little Karma Gallery, Brisbane, QLD",,,,,
"Moreton Galleries, Brisbane, QLD",,,,,
"Contemporary Art Society of Australia, Queensland Branch , Brisbane, QLD",,,,,
"Contemporary Art Society of Australia, Queensland Branch, Brisbane, QLD",,,,,
"Contemporary Art Society of Australia, Victorian  Branch, Melbourne, VIC",,,,,
"Contemporary Art Society of  Australia, Queensland Branch, Brisbane, QLD",,,,,
"Contemporary Art Society of Australia, New South Wales Branch, Sydney ,NSW",,,,,
"Banqueting Room, Canberra Hotel, Brisbane, QLD",,,,,
"Contemporary Art Society of Australia, Queensland Branch  Brisbane, QLD",,,,,
"Maleny, QLD","Maleny, Sunshine Coast Regional, Queensland, Australia","(-26.756741, 152.84242137688315, 0.0)",-26.756741,152.84242137688315,0.0
"Landsborough, QLD","Landsborough, Sunshine Coast Regional, Queensland, 4550, Australia","(-26.809659, 152.99074075430815, 0.0)",-26.809659,152.99074075430815,0.0
"Riverhouse Galleries, Brisbane, QLD",,,,,
"Armadale Redevelopment Authority, Armadale, WA",,,,,
"Artitja Fine Art, South Fremantle, WA",,,,,
"Elderton Winery, Barossa Valley, SA",,,,,
"Norwood Town Hall, Norwood, SA","Norwood Town Hall, 566, Washington Street, Norwood, Norfolk County, Massachusetts, 02062, United States","(42.1949789, -71.19992494262098, 0.0)",42.1949789,-71.19992494262098,0.0
"Adelaide City Council Town Hall, Adelaide, SA",,,,,
"Skepsi On Swanston, Melbourne, VIC",,,,,
"Raft Artspace, Darwin, NT",,,,,
"Gallery East, North Fremantle, WA",,,,,
"Goddard de fiddes, West Perth, WA",,,,,
"Goldfields Art Gallery, Kalgoorlie, WA",,,,,
"Redgate Gallery, Beijing, China",,,,,
"Arc One Gallery, Melbourne, VIC",,,,,
"RMIT Gallery, Melbourne, VIC","Storey Hall, Rodda Lane, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8090856, 144.9639910564144, 0.0)",-37.8090856,144.9639910564144,0.0
"24HR Art, NT Centre for Contemporary Art, Darwin, NT",,,,,
"Print Council of Australia, West Melbourne, VIC",,,,,
"Canberra Hotel, Brisbane, QLD",,,,,
"Linden Centre for Contemporary Art, St Kilda, VIC",,,,,
"Profile Gallery, Melbourne, VIC",,,,,
"Milburn Galleries, Brisbane, QLD",,,,,
"Noosa Shire Gallery, Tewantin, QLD",,,,,
"Martin Gallery, Townsville, QLD",,,,,
"Noosa Regional Gallery, Tewantin, QLD","Noosa Regional Gallery, Pelican Street, Tewantin, Noosa Shire, Queensland, 4565, Australia","(-26.39242675, 153.04101721357233, 0.0)",-26.39242675,153.04101721357233,0.0
"QUT Garden Point Campus, Brisbane, QLD",,,,,
"Doggett Street Studio, Brisbane, QLD",,,,,
"QCC Gallery, Brisbane, QLD",,,,,
"Krowathunkooloong Keeping Place, Bairnsdale, VIC",,,,,
"Curated by Artback NT Arts Development, Darwin and Alice Springs, NT",,,,,
"Mildura Arts Centre, Mildura, VIC","Mildura Arts Centre, 199, Cureton Avenue, Mildura, Rural City of Mildura, Victoria, 3502, Australia","(-34.177602699999994, 142.15837278739394, 0.0)",-34.177602699999994,142.15837278739394,0.0
"Australian Print Council, Melbourne, VIC",,,,,
"Ivan Dougherty Gallery, Sydney, Australia",,,,,
"Goulburn Regional Art Gallery, Goulburn, NSW","Goulburn Regional Art Gallery, Bourke Street, Goulburn, Goulburn Mulwaree Council, New South Wales, 2580, Australia","(-34.7518972, 149.7169985, 0.0)",-34.7518972,149.7169985,0.0
"Hilton Hotel, Adelaide, SA","Hilton Hotel, Sir Donald Bradman Drive, Hilton, Adelaide, City of West Torrens, South Australia, 5033, Australia","(-34.931580350000004, 138.57004580796624, 0.0)",-34.931580350000004,138.57004580796624,0.0
"Sir Robert Helpmann Theatre, Mount Gambier, SA","Sir Robert Helpmann Theatre, Sturt Street, Mount Gambier, City of Mount Gambier, South Australia, 5290, Australia","(-37.8303114, 140.7812146, 0.0)",-37.8303114,140.7812146,0.0
