date_range.date_end.year,date_range.date_end.month,date_range.date_end.day,date_range.date_start.year,date_range.date_start.month,date_range.date_start.day,place.address.ori_address,place.address.country,place.address.state,place.address.city,place.address.postcode,place.ori_dbid.$oid,place.ori_address,place._class_ori,place._class,place.geo_coord.latitude,place.geo_coord.longitude,name,event_id,place.ori_name,place.ori_country,place.display_name,place.address.suburb
2003,1,1,2003,1,1,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,"Art Gallery of New South Wales, Sydney, NSW",place,place,-33.8686268,151.2170618,"""Jessica Birk""",4da1afcab538b73d9301da46,,,,
2003,1,1,2003,1,1,"Nungera Co. Art Gallery, Maclean, New South Wales",Australia,New South Wales,,2463,4da1afcab538b73d9301da47,"Nungera Co. Art Gallery, Maclean, NSW",place,place,-29.4568491,153.1967619,"""Jessica Birk""",4da1afcab538b73d9301da48,,,,
2004,1,1,2004,1,1,"Wentworth Building Exhibition Space, University of Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1afcab538b73d9301da4b,"Wentworth Building Exhibition Space, University of Sydney, NSW",place,place,-33.8689009,151.2070914,"""Jessica Birk""",4da1afcab538b73d9301da4c,,,,
2006,7,23,2006,6,23,"Manly Regional Art Gallery, Manly, New South Wales",Australia,New South Wales,Sydney,2095,4da1afcab538b73d9301da49,"Manly Regional Art Gallery, Manly, NSW",place,place,-33.7985209,151.2861201,"""Jessica Birk""",4da1afcbb538b73d9301da53,,,,Manly
2003,1,1,2003,1,1,"Manly Regional Art Gallery, Manly, New South Wales",Australia,New South Wales,Sydney,2095,4da1afcab538b73d9301da49,"Manly Regional Art Gallery, Manly, NSW",place,place,-33.7985209,151.2861201,"""Jessica Birk""",4da1afcab538b73d9301da4a,,,,Manly
1996,1,1,1996,1,1,"Penrith Regional Gallery and Lewers Bequest, Penrith, New South Wales",Australia,New South Wales,Penrith,2750,4da1afcbb538b73d9301da7e,"Penrith Regional Gallery & Lewers Bequest, Penrith, NSW",place,place,-33.7521785,150.6910467,"""John South""",4da1afcbb538b73d9301da7f,,,,
2004,1,1,2004,1,1,"Fairfield City Council, Fairfield, New South Wales",Australia,New South Wales,Fairfield,2176,4da1afcbb538b73d9301da81,"Fairfield City Council, Fairfield, NSW",place,place,-33.878673,150.915263,"""John South""",4da1afcbb538b73d9301da82,,,,
1996,1,1,1996,1,1,"Project Centre for Contemporary Art, Wollongong, New South Wales",Australia,New South Wales,Wollongong,2500,4da195bab538b73d930057ac,"Project Centre for Contemporary Art, Wollongong, NSW",place,place,-34.4166667,150.8833333,"""John South""",4da1afcbb538b73d9301da80,,,,
2009,1,1,2009,1,1,"Parliament of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19536b538b73d93002813,"Parliament of NSW, Sydney, NSW",place,place,-33.8689009,151.2070914,"""John South""",4e5b0b0cd707ff076a000008,,,,
2006,1,1,2006,1,1,"Boomalli Aboriginal Artists Cooperative, New South Wales",Australia,New South Wales,,Unknown,4da1afcbb538b73d9301da83,"Boomalli Aboriginal Artists Cooperative, NSW",place,place,,,"""John South""",4da1afcbb538b73d9301da84,,,,
2006,1,1,2006,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""John South""",4da1afccb538b73d9301da85,,,,
1991,1,1,1991,1,1,"Tin Sheds Gallery, University of Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1afcdb538b73d9301daaf,"Tin Sheds Gallery, University of Sydney, NSW",place,place,-33.8689009,151.2070914,"""Jean South""",4da1afcdb538b73d9301dab0,,,,
2003,1,1,2003,1,1,"Australian Museum, Sydney, New South Wales",Australia,New South Wales,Sydney,2010,4da19513b538b73d93001681,"Australian Museum, Sydney, NSW",place,place,-33.8743043,151.2128714,"""Jean South""",4da1afcdb538b73d9301dab2,,,,
1993,1,1,1993,1,1,"Penrith Regional Gallery and Lewers Bequest, Penrith, New South Wales",Australia,New South Wales,Penrith,2750,4da1afcbb538b73d9301da7e,"Penrith Regional Gallery & Lewers Bequest, Penrith, NSW",place,place,-33.7521785,150.6910467,"""Jean South""",4da1afcdb538b73d9301dab1,,,,
2007,1,1,2007,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Jean South""",4da1afceb538b73d9301dab3,,,,
2005,1,1,2005,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Ross Smith""",4da1afcfb538b73d9301dade,,,,
2005,1,1,2005,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Renee Smith""",4da196efb538b73d93009af6,,,,
2006,1,1,2006,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Rebecca Smith""",4da196efb538b73d93009af5,,,,
2007,1,1,2007,1,1,"Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da195a3b538b73d93004f86,"Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Gus Kelly""",4da1afd3b538b73d9301db10,,,,
2005,1,1,2005,1,1,"Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da195a3b538b73d93004f86,"Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Gus Kelly""",4da1afd3b538b73d9301db10,,,,
2004,1,1,2004,1,1,"Museum and Art Gallery of the Northern Territory, Darwin, Northern Territory",Australia,Northern Territory,Darwin,0800,4da19515b538b73d93001764,"Museum and Art Gallery of the Northern Territory, Darwin, NT",place,place,-12.437368,130.833821,"""Gus Kelly""",4da1afd2b538b73d9301db0f,,,,
2003,1,1,2003,1,1,"Kempsey, New South Wales",Australia,New South Wales,Kempsey,2440,4da1a3b8b538b73d93018f35,"Kempsey, NSW",place,place,-31.082,152.835,"""Gus Kelly""",4da1afd3b538b73d9301db11,,,,
2005,1,1,2005,1,1,"Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da195a3b538b73d93004f86,"Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Warwick Keen""",4da1afd4b538b73d9301db2d,,,,
2007,1,1,2006,1,1,"New England Regional Art Museum, Armidale, New South Wales",Australia,New South Wales,Armidale,2350,4da19612b538b73d93006f47,"New England Regional Art Museum, Armidale, NSW",place,place,-30.525371,151.664879,"""Warwick Keen""",4da1afd4b538b73d9301db2e,,,,
2006,1,1,2006,1,1,"Tamworth Regional Gallery, Tamworth, New South Wales",Australia,New South Wales,Tamworth,2340,4da1950cb538b73d93001134,"Tamworth Regional Gallery, Tamworth, NSW",place,place,-31.091085,150.9303741,"""Warwick Keen""",4da1950cb538b73d93001135,,,,
2007,1,1,2007,1,1,"National Archives, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da1c294b538b73d9302521a,"National Archives, Canberra, ACT",place,place,-35.3044906,149.1311864,"""Warwick Keen""",4da1c6feb538b73d93025e8b,,,,
2007,1,1,2007,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Cindy Laws""",4da1b2e0b538b73d9301e7c8,,,,
2005,1,1,2005,1,1,"Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da195a3b538b73d93004f86,"Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Anthony Kennedy""",4da1afd7b538b73d9301db51,,,,
2008,1,1,2008,1,1,"Goulburn Ovens Institute of TAFE, Shepparton, Victoria",Australia,Victoria,Greater Shepparton,3630,4da1afe7b538b73d9301dba3,"Goulburn Ovens Institute of TAFE, Shepparton, VIC",place,place,-36.3833333,145.4,"""Darlene Baksh""",4da1afe7b538b73d9301dba4,,,,Shepparton
1986,1,1,1986,1,1,Goulburn Ovens TAFE,Australia,Victoria,,Unknown,4da1afe7b538b73d9301dbb0,Goulburn Ovens TAFE,place,place,,,"""Kevin Atkinson""",4da1afe7b538b73d9301dbb1,,,,
1999,1,1,1999,1,1,"Australian Print Workshop, Gertrude Street Street, Victoria",Australia,Victoria,Melbourne,Unknown,4da1afe7b538b73d9301dbae,"Australian Print Workshop, Gertrude Street Street, Vic",place,place,,,"""Kevin Atkinson""",4da1afe7b538b73d9301dbaf,,,,
2006,1,1,2006,1,1,"Koorie Heritage Trust, Victoria",Australia,Victoria,Melbourne,Unknown,4da1afe7b538b73d9301dbb2,"Koorie Heritage Trust, Vic",place,place,,,"""Kevin Atkinson""",4da1afe7b538b73d9301dbb3,,,,
2004,1,1,2004,1,1,"Karoona Gallery, Wollongong West TAFE, Wollongong, New South Wales",Australia,New South Wales,Wollongong,2500,4da19a49b538b73d930104fe,"Karoona Gallery, Wollongong West TAFE, Wollongong, NSW",place,place,-34.4166667,150.8833333,"""Mabel Dungay""",4da1afe8b538b73d9301dbcb,,,,
2003,1,1,2003,1,1,"Long Gallery, University of Wollongong, Wollongong, New South Wales",Australia,New South Wales,Wollongong,2500,4da195bab538b73d930057b1,"Long Gallery, University of Wollongong, Wollongong, NSW",place,place,-34.4055231,150.8787373,"""Mabel Dungay""",4da1afe8b538b73d9301dbcc,,,,
2004,1,1,2004,1,1,"Wollongong Art Gallery, Wollongong, New South Wales",Australia,New South Wales,Wollongong,2500,4da1978bb538b73d9300b28b,"Wollongong Art Gallery, Wollongong, NSW",place,place,-34.4166667,150.8833333,"""Mabel Dungay""",4da1afe8b538b73d9301dbca,,,,
,,,2007,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Kristie Couzens""",4e743beed707ff4dd6000034,,,,
2008,1,1,2008,1,1,"Bunjilaka Gallery, Museum Victoria, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19ec7b538b73d9301582c,"Bunjilaka Gallery, Museum Victoria, Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Kristie Couzens""",4da19ec7b538b73d93015830,,,,
,,,2006,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Kristie Couzens""",4e743bd4d707ff4dd6000032,,,,
,,,2008,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Kristie Couzens""",4e743c10d707ff4dd6000036,,,,
2005,1,1,2005,1,1,"Australian Centre For Christianity and Culture, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da1afe8b538b73d9301dbe5,"Australian Centre For Christianity and Culture, Canberra, ACT",place,place,-35.3080556,149.1244444,"""Trisha Carroll""",4da1afe8b538b73d9301dbe6,,,,
2008,8,24,2008,7,8,"Orange Regional Gallery, New South Wales",Australia,New South Wales,Orange,2800,4da1a0a1b538b73d93016f5b,"Orange Regional Gallery, NSW",place,place,-33.2818863,149.102659,"""Trisha Carroll""",4da1afe8b538b73d9301dbe1,,,,
2004,1,1,2004,1,1,"Roslyn Oxley 9 Gallery, Paddington, New South Wales",Australia,New South Wales,Sydney,2021,4da1afe8b538b73d9301dbe8,"Roslyn Oxley 9 Gallery, Paddington, NSW",place,place,-33.8846107,151.2265861,"""Trisha Carroll""",4da1afe8b538b73d9301dbe9,,,,Paddington
2003,1,1,2003,1,1,"Cowra Regional Art Gallery, Cowra, New South Wales",Australia,New South Wales,Cowra,2794,4da1953eb538b73d93002afd,"Cowra Regional Art Gallery, Cowra, NSW",place,place,-33.8347103,148.6912183,"""Trisha Carroll""",4da1afe8b538b73d9301dbea,,,,
2003,1,1,2003,1,1,"Orange Regional Art Gallery, Orange, New South Wales",Australia,New South Wales,Orange,2800,4da199c7b538b73d9300fa9f,"Orange Regional Art Gallery, Orange, NSW",place,place,-33.2818863,149.102659,"""Trisha Carroll""",4da1afe9b538b73d9301dbeb,,,,
2005,1,1,2005,1,1,"Orange Regional Art Gallery, Orange, New South Wales",Australia,New South Wales,Orange,2800,4da199c7b538b73d9300fa9f,"Orange Regional Art Gallery, Orange, NSW",place,place,-33.2818863,149.102659,"""Trisha Carroll""",4da1afe8b538b73d9301dbe7,,,,
2006,1,1,2006,1,1,"Solander Gallery, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da199bfb538b73d9300fa11,"Solander Gallery, Canberra, ACT",place,place,-35.3080556,149.1244444,"""Trisha Carroll""",4da1afe8b538b73d9301dbe4,,,,
2007,1,1,2007,1,1,"Cudgegong Gallery, Gulgong, New South Wales",Australia,New South Wales,,2852,4da1afe8b538b73d9301dbe2,"Cudgegong Gallery, Gulgong, NSW",place,place,-32.3625815,149.5320735,"""Trisha Carroll""",4da1afe8b538b73d9301dbe3,,,,
2003,1,1,2003,1,1,"The Henry Lawson Festival of Arts, Grenfell, New South Wales",Australia,New South Wales,,2810,4da1afe9b538b73d9301dbec,"The Henry Lawson Festival of Arts, Grenfell, NSW",place,place,-33.8937763,148.1614604,"""Trisha Carroll""",4da1afe9b538b73d9301dbed,,,,
1999,1,1,1999,1,1,"Darling Harbour Cultural Centre, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1afe9b538b73d9301dc0f,"Darling Harbour Cultural Centre, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Eddie Blitner""",4da1afe9b538b73d9301dc10,,,,
2000,1,1,2000,1,1,"Katherine Art Gallery, held at the Australian Trust, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1afe9b538b73d9301dc11,"Katherine Art Gallery, held at the Australian Trust, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Eddie Blitner""",4da1afe9b538b73d9301dc12,,,,
1998,1,1,1998,1,1,"Museum and Art Gallery of the Northern Territory, Darwin, Northern Territory",Australia,Northern Territory,Darwin,0800,4da19515b538b73d93001764,"Museum and Art Gallery of the Northern Territory, Darwin, NT",place,place,-12.437368,130.833821,"""Eddie Blitner""",4da19515b538b73d93001765,,,,
1993,1,1,1993,1,1,"Haven Gallery, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1aff9b538b73d9301dc6d,"Haven Gallery, Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Josie Kunoth Petyarre""",4da1b006b538b73d9301dc6e,,,,
2007,4,22,2007,3,28,"The Mossenson Galleries, Collingwood, Victoria",Australia,Victoria,Yarra,3066,4da1aff8b538b73d9301dc69,"The Mossenson Galleries, Collingwood, VIC",place,place,-37.8031231,144.9836514,"""Josie Kunoth Petyarre""",4da1aff8b538b73d9301dc6a,,,,Collingwood
1989,1,1,1989,1,1,"Lauraine Diggins Fine Art, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1952db538b73d930023a7,"Lauraine Diggins Fine Art, Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Josie Kunoth Petyarre""",4da1aff8b538b73d9301dc68,,,,
1991,1,1,1989,1,1,"Tandanya National Aboriginal Cultural Institute, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da194f7b538b73d930006f4,"Tandanya National Aboriginal Cultural Institute, Adelaide, SA",place,place,-34.923886,138.6104632,"""Josie Kunoth Petyarre""",4da1b007b538b73d9301dc6f,,,,
2007,1,1,2007,1,1,"National Art School Gallery, Sydney, University of New South Wales",Australia,New South Wales,Sydney,2031,4da1fc96b538b73d9302bd23,"National Art School Gallery, Sydney, University of New South Wales",place,place,-33.9172238,151.2302268,"""Josie Kunoth Petyarre""",4da1fc97b538b73d9302bd24,,,,
2005,1,1,2005,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19515b538b73d9300175e,"Queensland Art Gallery, Brisbane, QLD",place,place,-27.4720964,153.0181735,"""Roma Nyutjangka Butler""",4da1b0c0b538b73d9301dd46,,,,
2010,10,7,2010,8,26,"Design Centre, Tasmania",Australia,Tasmania,Launceston,Unknown,4da1b883b538b73d9302179f,"Design Centre, TAS",place,place,,,"""Colleen Mundy""",4e5714fcd707ff7697000001,,,,
2005,1,1,2005,1,1,"Object: Australian Centre for Craft and Design, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1bbe6b538b73d93022f25,"Object: Australian Centre for Craft and Design, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Colleen Mundy""",4da1bbe6b538b73d93022f26,,,,
2008,1,1,2008,1,1,"Arts Alive Art-space, Launceston, Tasmania",Australia,Tasmania,Launceston,7250,4da1b119b538b73d9301dea6,"Arts Alive Art-space, Launceston, TAS",place,place,-41.4370868,147.1393767,"""Scott Wells""",4da1b119b538b73d9301dea7,,,,
2006,1,1,2006,1,1,"Craft Queensland Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da1b1f6b538b73d9301e266,"Craft Queensland Gallery, Brisbane, Qld",place,place,-27.4709331,153.0235024,"""Thanakupi""",4da1b1f6b538b73d9301e267,,,,
2003,1,1,2003,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19511b538b73d930014c8,"Queensland Art Gallery, Brisbane, Qld.",place,place,-27.4720964,153.0181735,"""Thanakupi""",4da19e3ab538b73d93015222,,,,
1995,4,1,1995,4,9,"Hogarth Galleries, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19531b538b73d9300255d,"Hogarth Galleries, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Thanakupi""",5420ca2bd707ff245d000010,,,,
1995,4,1,1995,3,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,"National Gallery of Australia, Canberra, ACT",place,place,-35.30053,149.136282,"""Thanakupi""",4da1a094b538b73d93016d41,,,,
1991,11,10,1991,9,10,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,"Art Gallery of New South Wales, Sydney, NSW",place,place,-33.8686268,151.2170618,"""Thanakupi""",4da1b1f6b538b73d9301e26b,,,,
2001,1,1,2001,1,1,"Brisbane City Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da1b1f6b538b73d9301e264,"Brisbane City Gallery, Brisbane, Qld",place,place,-27.4709331,153.0235024,"""Thanakupi""",4da1b1f6b538b73d9301e265,,,,Brisbane City
2007,1,1,2007,1,1,"Campbelltown Arts Centre, Campbelltown, New South Wales",Australia,New South Wales,Campbelltown,2560,4da19771b538b73d9300adfd,"Campbelltown Arts Centre, Campbelltown, NSW",place,place,-34.0677741,150.8131919,"""Thanakupi""",4da1bd46b538b73d93023f25,,,,
2001,1,1,2001,1,1,"Brisbane City Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da1b4e4b538b73d9301ecff,"Brisbane City Art Gallery, Brisbane, Qld",place,place,-27.4709331,153.0235024,"""Thanakupi""",513fcb98d707ff6bcd000f3a,,,,Brisbane City
2015,8,8,2015,6,5,"National Art School, Sydney, New South Wales",Australia,New South Wales,Sydney,2033,4da19501b538b73d93000c85,"National Art School, Sydney, NSW",place,place,-33.916071,151.225626,"""Thanakupi""",557e4ef0d707ff1b9d000007,,,,
2003,1,1,2003,1,1,"Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da194f4b538b73d930005f4,"Sydney, NSW",place,place,-33.8689009,151.2070914,"""Robyn Caughlan""",4da1b1f6b538b73d9301e29e,,,,
2000,1,1,2000,1,1,"Contemporary Indigenous Gallery, Powerhouse Museum, Sydney, New South Wales",Australia,New South Wales,Sydney,2007,4da19531b538b73d9300257e,"Contemporary Indigenous Gallery, Powerhouse Museum, Sydney, NSW",place,place,-33.8792253,151.2001669,"""Robyn Caughlan""",4da19531b538b73d9300257f,,,,
2007,1,1,2007,1,1,"Hogarth Galleries, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19531b538b73d9300255d,"Hogarth Galleries, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Veronica Collins""",4da1b1f7b538b73d9301e2ab,,,,
2009,9,1,2009,8,1,"Hogarth Galleries, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19531b538b73d9300255d,"Hogarth Galleries, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Veronica Collins""",4e606a63d707ff1ae0000005,,,,
1996,1,1,1996,1,1,"Project Centre for Contemporary Art, Wollongong, New South Wales",Australia,New South Wales,Wollongong,2500,4da195bab538b73d930057ac,"Project Centre for Contemporary Art, Wollongong, NSW",place,place,-34.4166667,150.8833333,"""Graham Davis King""",4da195bab538b73d930057ad,,,,
2007,1,1,2007,1,1,"COFAspace, College of Fine Arts, Paddington, New South Wales",Australia,New South Wales,Sydney,2021,4da1b1f7b538b73d9301e2b9,"COFAspace, College of Fine Arts, Paddington, NSW",place,place,-33.8846107,151.2265861,"""Graham Davis King""",4da1b1f7b538b73d9301e2ba,,,,Paddington
2006,1,1,2005,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Graham Davis King""",4da1b1f8b538b73d9301e2bb,,,,
